id,user_id,cpp_estimated_at_65,cpp_statement_date,cpp_contributions_to_date,cpp_years_contributed,cpp_at_60,cpp_at_65,cpp_at_70,cpp_planned_start_age,oas_estimated_monthly,oas_years_in_canada,oas_eligible_age,oas_planned_start_age,oas_clawback_threshold,gis_eligible,gis_estimated_monthly,has_employer_pension,pension_type,pension_employer,pension_years_of_service,pension_multiplier,pension_best_average_salary,pension_estimated_monthly,pension_earliest_age,pension_normal_age,pension_current_value,spouse_cpp_at_65,spouse_oas_estimated,spouse_pension_estimated,last_updated,created_at
c89065dc-25c7-4b9d-9857-50250189a740,d293575a-98b3-4287-b308-01a4f6299080,,2025-12-01,31000.00,17,433.93,678.01,962.77,65,600.00,35,65,65,90997.00,false,,false,,,,,,,55,65,,600.00,600.00,,2025-12-03,2025-12-03 19:12:56.662569+00
